source;target;interaction;directed;
I535;832;11;YANLIŞ;
I535;833;11;YANLIŞ;
I535;834;11;YANLIŞ;
I535;835;11;YANLIŞ;
I535;836;11;YANLIŞ;
I535;837;11;YANLIŞ;
I535;838;13;YANLIŞ;
I532;619;7;YANLIŞ;
I532;620;7;YANLIŞ;
I532;621;7;YANLIŞ;
I532;622;7;YANLIŞ;
I532;623;7;YANLIŞ;
I532;624;7;YANLIŞ;
I532;625;7;YANLIŞ;
I532;626;7;YANLIŞ;
I532;627;7;YANLIŞ;
I532;628;7;YANLIŞ;
I532;629;7;YANLIŞ;
I532;630;7;YANLIŞ;
I532;631;7;YANLIŞ;
I532;632;7;YANLIŞ;
I532;633;7;YANLIŞ;
I532;634;7;YANLIŞ;
I532;635;7;YANLIŞ;
I532;636;7;YANLIŞ;
I532;637;7;YANLIŞ;
I532;638;7;YANLIŞ;
I532;639;7;YANLIŞ;
I532;640;7;YANLIŞ;
I532;641;7;YANLIŞ;
I532;642;7;YANLIŞ;
I532;643;7;YANLIŞ;
I532;644;7;YANLIŞ;
I532;645;7;YANLIŞ;
I532;646;7;YANLIŞ;
I532;647;7;YANLIŞ;
I532;648;7;YANLIŞ;
I532;649;7;YANLIŞ;
I532;650;7;YANLIŞ;
I532;651;7;YANLIŞ;
I532;652;7;YANLIŞ;
I532;653;7;YANLIŞ;
I532;654;7;YANLIŞ;
I532;655;7;YANLIŞ;
I532;656;7;YANLIŞ;
I532;657;7;YANLIŞ;
I532;658;7;YANLIŞ;
I532;659;7;YANLIŞ;
I532;660;7;YANLIŞ;
I532;661;7;YANLIŞ;
I532;662;7;YANLIŞ;
I532;663;7;YANLIŞ;
I532;664;7;YANLIŞ;
I532;665;7;YANLIŞ;
I532;666;7;YANLIŞ;
I532;667;7;YANLIŞ;
I532;668;7;YANLIŞ;
I532;669;7;YANLIŞ;
I532;670;7;YANLIŞ;
I532;671;7;YANLIŞ;
I532;672;7;YANLIŞ;
I532;673;7;YANLIŞ;
I532;674;7;YANLIŞ;
I532;675;7;YANLIŞ;
I532;676;7;YANLIŞ;
I532;677;7;YANLIŞ;
I532;678;7;YANLIŞ;
I532;679;7;YANLIŞ;
I532;680;7;YANLIŞ;
I532;681;7;YANLIŞ;
I532;682;7;YANLIŞ;
I532;683;7;YANLIŞ;
I532;684;7;YANLIŞ;
I532;685;7;YANLIŞ;
I532;686;7;YANLIŞ;
I532;687;7;YANLIŞ;
I532;688;7;YANLIŞ;
I532;689;7;YANLIŞ;
I532;690;7;YANLIŞ;
I532;691;7;YANLIŞ;
I532;692;7;YANLIŞ;
I532;693;7;YANLIŞ;
I532;694;7;YANLIŞ;
I532;695;7;YANLIŞ;
I532;696;7;YANLIŞ;
I532;697;7;YANLIŞ;
I532;698;7;YANLIŞ;
I532;699;7;YANLIŞ;
I532;700;7;YANLIŞ;
I532;701;7;YANLIŞ;
I532;702;7;YANLIŞ;
I532;703;7;YANLIŞ;
I532;704;7;YANLIŞ;
I532;705;7;YANLIŞ;
I532;706;7;YANLIŞ;
I532;707;7;YANLIŞ;
I532;708;7;YANLIŞ;
I532;709;7;YANLIŞ;
I532;710;7;YANLIŞ;
I532;711;7;YANLIŞ;
I532;712;7;YANLIŞ;
I532;713;7;YANLIŞ;
I532;714;7;YANLIŞ;
I532;715;7;YANLIŞ;
I532;716;7;YANLIŞ;
I532;717;7;YANLIŞ;
I532;718;7;YANLIŞ;
I532;719;7;YANLIŞ;
I532;720;7;YANLIŞ;
I532;721;7;YANLIŞ;
I532;722;7;YANLIŞ;
I532;723;7;YANLIŞ;
I532;724;7;YANLIŞ;
I532;725;7;YANLIŞ;
I532;726;7;YANLIŞ;
I532;727;7;YANLIŞ;
I532;728;7;YANLIŞ;
I532;729;7;YANLIŞ;
I532;730;7;YANLIŞ;
I532;731;7;YANLIŞ;
I532;732;7;YANLIŞ;
I532;733;7;YANLIŞ;
I532;734;11;YANLIŞ;
I532;735;11;YANLIŞ;
I532;736;11;YANLIŞ;
I532;737;11;YANLIŞ;
I532;738;11;YANLIŞ;
I532;739;11;YANLIŞ;
I532;740;11;YANLIŞ;
I532;741;11;YANLIŞ;
I532;742;11;YANLIŞ;
I532;743;11;YANLIŞ;
I532;744;11;YANLIŞ;
I532;745;11;YANLIŞ;
I532;746;11;YANLIŞ;
I532;747;11;YANLIŞ;
I532;748;11;YANLIŞ;
I532;749;11;YANLIŞ;
I532;750;11;YANLIŞ;
I532;751;11;YANLIŞ;
I532;752;11;YANLIŞ;
I532;753;11;YANLIŞ;
I532;754;11;YANLIŞ;
I532;755;11;YANLIŞ;
I532;756;11;YANLIŞ;
I532;757;11;YANLIŞ;
I532;758;11;YANLIŞ;
I532;759;11;YANLIŞ;
I532;760;11;YANLIŞ;
I532;761;11;YANLIŞ;
I532;762;11;YANLIŞ;
I532;763;11;YANLIŞ;
I532;764;11;YANLIŞ;
I532;765;11;YANLIŞ;
I532;766;11;YANLIŞ;
I532;767;11;YANLIŞ;
I532;768;11;YANLIŞ;
I532;769;11;YANLIŞ;
I532;770;11;YANLIŞ;
I532;771;11;YANLIŞ;
I532;772;11;YANLIŞ;
I532;773;11;YANLIŞ;
I532;774;11;YANLIŞ;
I532;775;11;YANLIŞ;
I532;776;11;YANLIŞ;
I532;777;11;YANLIŞ;
I532;778;11;YANLIŞ;
I532;779;11;YANLIŞ;
I532;780;11;YANLIŞ;
I532;781;11;YANLIŞ;
I532;782;11;YANLIŞ;
I532;783;11;YANLIŞ;
I532;784;11;YANLIŞ;
I532;785;11;YANLIŞ;
I532;786;11;YANLIŞ;
I532;787;11;YANLIŞ;
I532;788;11;YANLIŞ;
I532;789;11;YANLIŞ;
I532;790;11;YANLIŞ;
I532;791;11;YANLIŞ;
I532;792;11;YANLIŞ;
I532;793;11;YANLIŞ;
I532;794;11;YANLIŞ;
I532;795;11;YANLIŞ;
I532;796;11;YANLIŞ;
I532;797;11;YANLIŞ;
I532;798;11;YANLIŞ;
I532;799;11;YANLIŞ;
I532;800;11;YANLIŞ;
I532;801;11;YANLIŞ;
I532;802;11;YANLIŞ;
I532;803;11;YANLIŞ;
I532;804;11;YANLIŞ;
I532;805;11;YANLIŞ;
I532;806;11;YANLIŞ;
I532;807;11;YANLIŞ;
I532;808;11;YANLIŞ;
I532;809;11;YANLIŞ;
I532;810;11;YANLIŞ;
I532;811;11;YANLIŞ;
I532;812;11;YANLIŞ;
I532;813;11;YANLIŞ;
I532;814;11;YANLIŞ;
I532;815;11;YANLIŞ;
I532;816;11;YANLIŞ;
I532;817;11;YANLIŞ;
I532;818;11;YANLIŞ;
I532;819;11;YANLIŞ;
I532;820;11;YANLIŞ;
I532;821;11;YANLIŞ;
I532;822;11;YANLIŞ;
I532;823;11;YANLIŞ;
I532;824;11;YANLIŞ;
I532;825;11;YANLIŞ;
I532;826;11;YANLIŞ;
I532;827;11;YANLIŞ;
I532;828;11;YANLIŞ;
I532;829;11;YANLIŞ;
I532;830;11;YANLIŞ;
I532;831;11;YANLIŞ;
I532;832;11;YANLIŞ;
I532;833;11;YANLIŞ;
I532;834;11;YANLIŞ;
I532;835;11;YANLIŞ;
I532;836;11;YANLIŞ;
I532;837;11;YANLIŞ;
I532;838;13;YANLIŞ;
I532;I534;13;YANLIŞ;
I532;I533;13;YANLIŞ;
I533;619;7;YANLIŞ;
I533;620;7;YANLIŞ;
I533;621;7;YANLIŞ;
I533;622;7;YANLIŞ;
I533;623;7;YANLIŞ;
I533;624;7;YANLIŞ;
I533;625;7;YANLIŞ;
I533;626;7;YANLIŞ;
I533;627;7;YANLIŞ;
I533;628;7;YANLIŞ;
I533;629;7;YANLIŞ;
I533;630;7;YANLIŞ;
I533;631;7;YANLIŞ;
I533;632;7;YANLIŞ;
I533;633;7;YANLIŞ;
I533;634;7;YANLIŞ;
I533;635;7;YANLIŞ;
I533;636;7;YANLIŞ;
I533;637;7;YANLIŞ;
I533;638;7;YANLIŞ;
I533;639;7;YANLIŞ;
I533;640;7;YANLIŞ;
I533;641;7;YANLIŞ;
I533;642;7;YANLIŞ;
I533;643;7;YANLIŞ;
I533;644;7;YANLIŞ;
I533;645;7;YANLIŞ;
I533;646;7;YANLIŞ;
I533;647;7;YANLIŞ;
I533;648;7;YANLIŞ;
I533;649;7;YANLIŞ;
I533;650;7;YANLIŞ;
I533;651;7;YANLIŞ;
I533;652;7;YANLIŞ;
I533;653;7;YANLIŞ;
I533;654;7;YANLIŞ;
I533;655;7;YANLIŞ;
I533;656;7;YANLIŞ;
I533;657;7;YANLIŞ;
I533;658;7;YANLIŞ;
I533;659;7;YANLIŞ;
I533;660;7;YANLIŞ;
I533;661;7;YANLIŞ;
I533;662;7;YANLIŞ;
I533;663;7;YANLIŞ;
I533;664;7;YANLIŞ;
I533;665;7;YANLIŞ;
I533;666;7;YANLIŞ;
I533;667;7;YANLIŞ;
I533;668;7;YANLIŞ;
I533;669;7;YANLIŞ;
I533;670;7;YANLIŞ;
I533;671;7;YANLIŞ;
I533;672;7;YANLIŞ;
I533;673;7;YANLIŞ;
I533;674;7;YANLIŞ;
I533;675;7;YANLIŞ;
I533;676;7;YANLIŞ;
I533;677;7;YANLIŞ;
I533;678;7;YANLIŞ;
I533;679;7;YANLIŞ;
I533;680;7;YANLIŞ;
I533;681;7;YANLIŞ;
I533;682;7;YANLIŞ;
I533;683;7;YANLIŞ;
I533;684;7;YANLIŞ;
I533;685;7;YANLIŞ;
I533;686;7;YANLIŞ;
I533;687;7;YANLIŞ;
I533;688;7;YANLIŞ;
I533;689;7;YANLIŞ;
I533;690;7;YANLIŞ;
I533;691;7;YANLIŞ;
I533;692;7;YANLIŞ;
I533;693;7;YANLIŞ;
I533;694;7;YANLIŞ;
I533;695;7;YANLIŞ;
I533;696;7;YANLIŞ;
I533;697;7;YANLIŞ;
I533;698;7;YANLIŞ;
I533;699;7;YANLIŞ;
I533;700;7;YANLIŞ;
I533;701;7;YANLIŞ;
I533;702;7;YANLIŞ;
I533;703;7;YANLIŞ;
I533;704;7;YANLIŞ;
I533;705;7;YANLIŞ;
I533;706;7;YANLIŞ;
I533;707;7;YANLIŞ;
I533;708;7;YANLIŞ;
I533;709;7;YANLIŞ;
I533;710;7;YANLIŞ;
I533;711;7;YANLIŞ;
I533;712;7;YANLIŞ;
I533;713;7;YANLIŞ;
I533;714;7;YANLIŞ;
I533;715;7;YANLIŞ;
I533;716;7;YANLIŞ;
I533;717;7;YANLIŞ;
I533;718;7;YANLIŞ;
I533;719;7;YANLIŞ;
I533;720;7;YANLIŞ;
I533;721;7;YANLIŞ;
I533;722;7;YANLIŞ;
I533;723;7;YANLIŞ;
I533;724;7;YANLIŞ;
I533;725;7;YANLIŞ;
I533;726;7;YANLIŞ;
I533;727;7;YANLIŞ;
I533;728;7;YANLIŞ;
I533;729;7;YANLIŞ;
I533;730;7;YANLIŞ;
I533;731;7;YANLIŞ;
I533;732;7;YANLIŞ;
I533;733;7;YANLIŞ;
I533;734;11;YANLIŞ;
I533;735;11;YANLIŞ;
I533;736;11;YANLIŞ;
I533;737;11;YANLIŞ;
I533;738;11;YANLIŞ;
I533;739;11;YANLIŞ;
I533;740;11;YANLIŞ;
I533;741;11;YANLIŞ;
I533;742;11;YANLIŞ;
I533;743;11;YANLIŞ;
I533;744;11;YANLIŞ;
I533;745;11;YANLIŞ;
I533;746;11;YANLIŞ;
I533;747;11;YANLIŞ;
I533;748;11;YANLIŞ;
I533;749;11;YANLIŞ;
I533;750;11;YANLIŞ;
I533;751;11;YANLIŞ;
I533;752;11;YANLIŞ;
I533;753;11;YANLIŞ;
I533;754;11;YANLIŞ;
I533;755;11;YANLIŞ;
I533;756;11;YANLIŞ;
I533;757;11;YANLIŞ;
I533;758;11;YANLIŞ;
I533;759;11;YANLIŞ;
I533;760;11;YANLIŞ;
I533;761;11;YANLIŞ;
I533;762;11;YANLIŞ;
I533;763;11;YANLIŞ;
I533;764;11;YANLIŞ;
I533;765;11;YANLIŞ;
I533;766;11;YANLIŞ;
I533;767;11;YANLIŞ;
I533;768;11;YANLIŞ;
I533;769;11;YANLIŞ;
I533;770;11;YANLIŞ;
I533;771;11;YANLIŞ;
I533;772;11;YANLIŞ;
I533;773;11;YANLIŞ;
I533;774;11;YANLIŞ;
I533;775;11;YANLIŞ;
I533;776;11;YANLIŞ;
I533;777;11;YANLIŞ;
I533;778;11;YANLIŞ;
I533;779;11;YANLIŞ;
I533;780;11;YANLIŞ;
I533;781;11;YANLIŞ;
I533;782;11;YANLIŞ;
I533;783;11;YANLIŞ;
I533;784;11;YANLIŞ;
I533;785;11;YANLIŞ;
I533;786;11;YANLIŞ;
I533;787;11;YANLIŞ;
I533;788;11;YANLIŞ;
I533;789;11;YANLIŞ;
I533;790;11;YANLIŞ;
I533;791;11;YANLIŞ;
I533;792;11;YANLIŞ;
I533;793;11;YANLIŞ;
I533;794;11;YANLIŞ;
I533;795;11;YANLIŞ;
I533;796;11;YANLIŞ;
I533;797;11;YANLIŞ;
I533;798;11;YANLIŞ;
I533;799;11;YANLIŞ;
I533;800;11;YANLIŞ;
I533;801;11;YANLIŞ;
I533;802;11;YANLIŞ;
I533;803;11;YANLIŞ;
I533;804;11;YANLIŞ;
I533;805;11;YANLIŞ;
I533;806;11;YANLIŞ;
I533;807;11;YANLIŞ;
I533;808;11;YANLIŞ;
I533;809;11;YANLIŞ;
I533;810;11;YANLIŞ;
I533;811;11;YANLIŞ;
I533;812;11;YANLIŞ;
I533;813;11;YANLIŞ;
I533;814;11;YANLIŞ;
I533;815;11;YANLIŞ;
I533;816;11;YANLIŞ;
I533;817;11;YANLIŞ;
I533;818;11;YANLIŞ;
I533;819;11;YANLIŞ;
I533;820;11;YANLIŞ;
I533;821;11;YANLIŞ;
I533;822;11;YANLIŞ;
I533;823;11;YANLIŞ;
I533;824;11;YANLIŞ;
I533;825;11;YANLIŞ;
I533;826;11;YANLIŞ;
I533;827;11;YANLIŞ;
I533;828;11;YANLIŞ;
I533;829;11;YANLIŞ;
I533;830;11;YANLIŞ;
I533;831;11;YANLIŞ;
I533;832;11;YANLIŞ;
I533;833;11;YANLIŞ;
I533;834;11;YANLIŞ;
I533;835;11;YANLIŞ;
I533;836;11;YANLIŞ;
I533;837;11;YANLIŞ;
I533;838;13;YANLIŞ;
I533;I534;13;YANLIŞ;
I534;619;7;YANLIŞ;
I534;620;7;YANLIŞ;
I534;621;7;YANLIŞ;
I534;622;7;YANLIŞ;
I534;623;7;YANLIŞ;
I534;624;7;YANLIŞ;
I534;625;7;YANLIŞ;
I534;626;7;YANLIŞ;
I534;627;7;YANLIŞ;
I534;628;7;YANLIŞ;
I534;629;7;YANLIŞ;
I534;630;7;YANLIŞ;
I534;631;7;YANLIŞ;
I534;632;7;YANLIŞ;
I534;633;7;YANLIŞ;
I534;634;7;YANLIŞ;
I534;635;7;YANLIŞ;
I534;636;7;YANLIŞ;
I534;637;7;YANLIŞ;
I534;638;7;YANLIŞ;
I534;639;7;YANLIŞ;
I534;640;7;YANLIŞ;
I534;641;7;YANLIŞ;
I534;642;7;YANLIŞ;
I534;643;7;YANLIŞ;
I534;644;7;YANLIŞ;
I534;645;7;YANLIŞ;
I534;646;7;YANLIŞ;
I534;647;7;YANLIŞ;
I534;648;7;YANLIŞ;
I534;649;7;YANLIŞ;
I534;650;7;YANLIŞ;
I534;651;7;YANLIŞ;
I534;652;7;YANLIŞ;
I534;653;7;YANLIŞ;
I534;654;7;YANLIŞ;
I534;655;7;YANLIŞ;
I534;656;7;YANLIŞ;
I534;657;7;YANLIŞ;
I534;658;7;YANLIŞ;
I534;659;7;YANLIŞ;
I534;660;7;YANLIŞ;
I534;661;7;YANLIŞ;
I534;662;7;YANLIŞ;
I534;663;7;YANLIŞ;
I534;664;7;YANLIŞ;
I534;665;7;YANLIŞ;
I534;666;7;YANLIŞ;
I534;667;7;YANLIŞ;
I534;668;7;YANLIŞ;
I534;669;7;YANLIŞ;
I534;670;7;YANLIŞ;
I534;671;7;YANLIŞ;
I534;672;7;YANLIŞ;
I534;673;7;YANLIŞ;
I534;674;7;YANLIŞ;
I534;675;7;YANLIŞ;
I534;676;7;YANLIŞ;
I534;677;7;YANLIŞ;
I534;678;7;YANLIŞ;
I534;679;7;YANLIŞ;
I534;680;7;YANLIŞ;
I534;681;7;YANLIŞ;
I534;682;7;YANLIŞ;
I534;683;7;YANLIŞ;
I534;684;7;YANLIŞ;
I534;685;7;YANLIŞ;
I534;686;7;YANLIŞ;
I534;687;7;YANLIŞ;
I534;688;7;YANLIŞ;
I534;689;7;YANLIŞ;
I534;690;7;YANLIŞ;
I534;691;7;YANLIŞ;
I534;692;7;YANLIŞ;
I534;693;7;YANLIŞ;
I534;694;7;YANLIŞ;
I534;695;7;YANLIŞ;
I534;696;7;YANLIŞ;
I534;697;7;YANLIŞ;
I534;698;7;YANLIŞ;
I534;699;7;YANLIŞ;
I534;700;7;YANLIŞ;
I534;701;7;YANLIŞ;
I534;702;7;YANLIŞ;
I534;703;7;YANLIŞ;
I534;704;7;YANLIŞ;
I534;705;7;YANLIŞ;
I534;706;7;YANLIŞ;
I534;707;7;YANLIŞ;
I534;708;7;YANLIŞ;
I534;709;7;YANLIŞ;
I534;710;7;YANLIŞ;
I534;711;7;YANLIŞ;
I534;712;7;YANLIŞ;
I534;713;7;YANLIŞ;
I534;714;7;YANLIŞ;
I534;715;7;YANLIŞ;
I534;716;7;YANLIŞ;
I534;717;7;YANLIŞ;
I534;718;7;YANLIŞ;
I534;719;7;YANLIŞ;
I534;720;7;YANLIŞ;
I534;721;7;YANLIŞ;
I534;722;7;YANLIŞ;
I534;723;7;YANLIŞ;
I534;724;7;YANLIŞ;
I534;725;7;YANLIŞ;
I534;726;7;YANLIŞ;
I534;727;7;YANLIŞ;
I534;728;7;YANLIŞ;
I534;729;7;YANLIŞ;
I534;730;7;YANLIŞ;
I534;731;7;YANLIŞ;
I534;732;7;YANLIŞ;
I534;733;7;YANLIŞ;
I534;734;11;YANLIŞ;
I534;735;11;YANLIŞ;
I534;736;11;YANLIŞ;
I534;737;11;YANLIŞ;
I534;738;11;YANLIŞ;
I534;739;11;YANLIŞ;
I534;740;11;YANLIŞ;
I534;741;11;YANLIŞ;
I534;742;11;YANLIŞ;
I534;743;11;YANLIŞ;
I534;744;11;YANLIŞ;
I534;745;11;YANLIŞ;
I534;746;11;YANLIŞ;
I534;747;11;YANLIŞ;
I534;748;11;YANLIŞ;
I534;749;11;YANLIŞ;
I534;750;11;YANLIŞ;
I534;751;11;YANLIŞ;
I534;752;11;YANLIŞ;
I534;753;11;YANLIŞ;
I534;754;11;YANLIŞ;
I534;755;11;YANLIŞ;
I534;756;11;YANLIŞ;
I534;757;11;YANLIŞ;
I534;758;11;YANLIŞ;
I534;759;11;YANLIŞ;
I534;760;11;YANLIŞ;
I534;761;11;YANLIŞ;
I534;762;11;YANLIŞ;
I534;763;11;YANLIŞ;
I534;764;11;YANLIŞ;
I534;765;11;YANLIŞ;
I534;766;11;YANLIŞ;
I534;767;11;YANLIŞ;
I534;768;11;YANLIŞ;
I534;769;11;YANLIŞ;
I534;770;11;YANLIŞ;
I534;771;11;YANLIŞ;
I534;772;11;YANLIŞ;
I534;773;11;YANLIŞ;
I534;774;11;YANLIŞ;
I534;775;11;YANLIŞ;
I534;776;11;YANLIŞ;
I534;777;11;YANLIŞ;
I534;778;11;YANLIŞ;
I534;779;11;YANLIŞ;
I534;780;11;YANLIŞ;
I534;781;11;YANLIŞ;
I534;782;11;YANLIŞ;
I534;783;11;YANLIŞ;
I534;784;11;YANLIŞ;
I534;785;11;YANLIŞ;
I534;786;11;YANLIŞ;
I534;787;11;YANLIŞ;
I534;788;11;YANLIŞ;
I534;789;11;YANLIŞ;
I534;790;11;YANLIŞ;
I534;791;11;YANLIŞ;
I534;792;11;YANLIŞ;
I534;793;11;YANLIŞ;
I534;794;11;YANLIŞ;
I534;795;11;YANLIŞ;
I534;796;11;YANLIŞ;
I534;797;11;YANLIŞ;
I534;798;11;YANLIŞ;
I534;799;11;YANLIŞ;
I534;800;11;YANLIŞ;
I534;801;11;YANLIŞ;
I534;802;11;YANLIŞ;
I534;803;11;YANLIŞ;
I534;804;11;YANLIŞ;
I534;805;11;YANLIŞ;
I534;806;11;YANLIŞ;
I534;807;11;YANLIŞ;
I534;808;11;YANLIŞ;
I534;809;11;YANLIŞ;
I534;810;11;YANLIŞ;
I534;811;11;YANLIŞ;
I534;812;11;YANLIŞ;
I534;813;11;YANLIŞ;
I534;814;11;YANLIŞ;
I534;815;11;YANLIŞ;
I534;816;11;YANLIŞ;
I534;817;11;YANLIŞ;
I534;818;11;YANLIŞ;
I534;819;11;YANLIŞ;
I534;820;11;YANLIŞ;
I534;821;11;YANLIŞ;
I534;822;11;YANLIŞ;
I534;823;11;YANLIŞ;
I534;824;11;YANLIŞ;
I534;825;11;YANLIŞ;
I534;826;11;YANLIŞ;
I534;827;11;YANLIŞ;
I534;828;11;YANLIŞ;
I534;829;11;YANLIŞ;
I534;830;11;YANLIŞ;
I534;831;11;YANLIŞ;
I534;832;11;YANLIŞ;
I534;833;11;YANLIŞ;
I534;834;11;YANLIŞ;
I534;835;11;YANLIŞ;
I534;836;11;YANLIŞ;
I534;837;11;YANLIŞ;
I534;838;13;YANLIŞ;
I531;839;11;YANLIŞ;
I531;840;11;YANLIŞ;
I531;841;11;YANLIŞ;
I531;842;11;YANLIŞ;
I531;843;11;YANLIŞ;
I531;844;11;YANLIŞ;
I531;845;11;YANLIŞ;
I531;846;11;YANLIŞ;
I531;847;11;YANLIŞ;
I531;848;11;YANLIŞ;
I528;849;9;YANLIŞ;
I527;850;11;YANLIŞ;
I527;851;11;YANLIŞ;
I527;852;14;YANLIŞ;
I527;853;14;YANLIŞ;
I527;854;14;YANLIŞ;
I527;855;14;YANLIŞ;
I527;856;14;YANLIŞ;
I527;857;14;YANLIŞ;
I527;858;14;YANLIŞ;
I524;859;11;YANLIŞ;
I524;860;11;YANLIŞ;
I524;861;11;YANLIŞ;
I524;862;11;YANLIŞ;
I524;863;11;YANLIŞ;
I524;864;11;YANLIŞ;
I524;865;11;YANLIŞ;
I524;866;11;YANLIŞ;
I524;867;11;YANLIŞ;
I524;868;11;YANLIŞ;
I524;869;11;YANLIŞ;
I524;870;11;YANLIŞ;
I524;871;11;YANLIŞ;
I524;872;11;YANLIŞ;
I524;873;11;YANLIŞ;
I524;874;11;YANLIŞ;
I524;875;11;YANLIŞ;
I523;876;14;YANLIŞ;
I523;877;14;YANLIŞ;
I523;878;14;YANLIŞ;
I523;879;18;YANLIŞ;
I523;880;18;YANLIŞ;
I523;881;18;YANLIŞ;
I523;882;18;YANLIŞ;
I523;883;18;YANLIŞ;
I523;884;18;YANLIŞ;
I522;885;7;YANLIŞ;
I522;886;7;YANLIŞ;
I522;887;7;YANLIŞ;
I522;888;7;YANLIŞ;
I522;889;7;YANLIŞ;
I522;890;7;YANLIŞ;
I522;891;7;YANLIŞ;
I522;892;7;YANLIŞ;
I522;893;7;YANLIŞ;
I522;894;8;YANLIŞ;
I522;895;8;YANLIŞ;
I522;896;8;YANLIŞ;
I522;897;8;YANLIŞ;
I522;898;8;YANLIŞ;
I522;899;8;YANLIŞ;
I522;900;8;YANLIŞ;
I522;901;8;YANLIŞ;
I522;902;8;YANLIŞ;
I522;903;8;YANLIŞ;
I522;904;8;YANLIŞ;
I522;905;8;YANLIŞ;
I522;906;8;YANLIŞ;
I522;907;8;YANLIŞ;
I522;908;8;YANLIŞ;
I522;909;8;YANLIŞ;
I522;910;8;YANLIŞ;
I522;911;8;YANLIŞ;
I522;912;8;YANLIŞ;
I522;913;8;YANLIŞ;
I522;914;8;YANLIŞ;
I522;915;8;YANLIŞ;
I522;916;8;YANLIŞ;
I522;917;8;YANLIŞ;
I522;918;8;YANLIŞ;
I522;919;8;YANLIŞ;
I522;920;8;YANLIŞ;
I522;921;11;YANLIŞ;
I522;922;6;YANLIŞ;
I522;923;6;YANLIŞ;
I521;I519;7;YANLIŞ;
I521;924;7;YANLIŞ;
I521;925;7;YANLIŞ;
I521;926;7;YANLIŞ;
I521;927;7;YANLIŞ;
I521;928;7;YANLIŞ;
I521;929;7;YANLIŞ;
I521;930;7;YANLIŞ;
I521;931;8;YANLIŞ;
I521;932;8;YANLIŞ;
I521;933;8;YANLIŞ;
I521;934;8;YANLIŞ;
I521;935;8;YANLIŞ;
I521;936;8;YANLIŞ;
I521;937;8;YANLIŞ;
I521;938;8;YANLIŞ;
I521;939;8;YANLIŞ;
I521;940;8;YANLIŞ;
I521;941;8;YANLIŞ;
I519;924;7;YANLIŞ;
I519;925;7;YANLIŞ;
I519;926;7;YANLIŞ;
I519;927;7;YANLIŞ;
I519;928;7;YANLIŞ;
I519;929;7;YANLIŞ;
I519;930;7;YANLIŞ;
I519;960;7;YANLIŞ;
I519;961;7;YANLIŞ;
I519;962;7;YANLIŞ;
I519;963;7;YANLIŞ;
I519;964;8;YANLIŞ;
I519;965;8;YANLIŞ;
I519;966;8;YANLIŞ;
I519;967;8;YANLIŞ;
I519;968;8;YANLIŞ;
I519;969;8;YANLIŞ;
I519;970;8;YANLIŞ;
I519;971;8;YANLIŞ;
I519;972;8;YANLIŞ;
I519;973;8;YANLIŞ;
I520;942;7;YANLIŞ;
I520;943;7;YANLIŞ;
I520;944;7;YANLIŞ;
I520;945;7;YANLIŞ;
I520;946;7;YANLIŞ;
I520;947;7;YANLIŞ;
I520;948;7;YANLIŞ;
I520;949;7;YANLIŞ;
I520;950;7;YANLIŞ;
I520;951;7;YANLIŞ;
I520;952;7;YANLIŞ;
I520;953;8;YANLIŞ;
I520;954;8;YANLIŞ;
I520;955;8;YANLIŞ;
I520;956;8;YANLIŞ;
I520;957;8;YANLIŞ;
I520;958;8;YANLIŞ;
I520;959;8;YANLIŞ;
I518;974;6;YANLIŞ;
I518;975;18;YANLIŞ;
I517;976;9;YANLIŞ;
I517;977;8;YANLIŞ;
I517;978;8;YANLIŞ;
I517;979;8;YANLIŞ;
I517;980;8;YANLIŞ;
I517;981;8;YANLIŞ;
I517;982;8;YANLIŞ;
I517;983;8;YANLIŞ;
I517;984;8;YANLIŞ;
I516;985;8;YANLIŞ;
I516;986;8;YANLIŞ;
I516;987;8;YANLIŞ;
I516;988;8;YANLIŞ;
I516;989;8;YANLIŞ;
I516;990;8;YANLIŞ;
I516;991;8;YANLIŞ;
I516;992;8;YANLIŞ;
I516;993;8;YANLIŞ;
I516;994;8;YANLIŞ;
I516;995;8;YANLIŞ;
I516;996;8;YANLIŞ;
I515;997;7;YANLIŞ;
I515;998;7;YANLIŞ;
I515;999;7;YANLIŞ;
I515;1000;7;YANLIŞ;
I515;1001;7;YANLIŞ;
I515;1002;7;YANLIŞ;
I515;1003;7;YANLIŞ;
I515;1004;7;YANLIŞ;
I515;1005;7;YANLIŞ;
I515;1006;8;YANLIŞ;
I515;1007;8;YANLIŞ;
I515;1008;8;YANLIŞ;
I515;1009;8;YANLIŞ;
I515;1010;8;YANLIŞ;
I514;1011;11;YANLIŞ;
I514;1012;11;YANLIŞ;
I514;1013;11;YANLIŞ;
I514;1014;12;YANLIŞ;
I513;1015;7;YANLIŞ;
I513;1016;7;YANLIŞ;
I513;1017;7;YANLIŞ;
I513;1018;7;YANLIŞ;
I513;1019;7;YANLIŞ;
I513;1020;7;YANLIŞ;
I513;1021;7;YANLIŞ;
I513;1022;7;YANLIŞ;
I513;1023;7;YANLIŞ;
I513;1024;7;YANLIŞ;
I513;1025;7;YANLIŞ;
I513;1026;7;YANLIŞ;
I513;1027;8;YANLIŞ;
I513;1028;8;YANLIŞ;
I513;1029;8;YANLIŞ;
I513;1030;8;YANLIŞ;
I513;1031;8;YANLIŞ;
